,Lyrics,Artist,Song,Genre
54,"You said you wanted to feel beautiful
Did I ever tell you differently?
I tried to give you all that you deserved
And never mind the things you said to me
Along the way I didn't say
All they things i felt inside myself
You took away all that i thought was mine
And then you gave it all to someone elseYou said you only wanted love, but love wasn't enough
So soon enough you said ""Goodbye"", well Goodbye
A weary mind in need
Of all that I can see


Related




 






15 Huge Stars Who Were Backup Singers First







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

And I can see your love was a lie
Everybody told me I was crazy
But you told me to believe your lies
Guess I was hoping your that love might save me
But i think i died a thousand times
I never knew this side of you
The side I wish that I have never seen
Soon enough I guess I would discoverI had a lover that could be so mean
You said you only wanted love, but love wasn't enough
So soon enough you said ""Goodbye"", well Goodbye
A weary mind in needOf all that I can see
And I can see your love was a lie
You said you only wanted love, but love wasn't enough
So soon enough you said ""Goodbye"", well Goodbye







 




A weary mind in need
Of all that I can see
And I can see that your love was a lie
You said you wanted to feel beautifulDid I ever tell you differently?
I tried to give you all that you deserved
Never mind the things you said
You said you only wanted love, but love wasn't enough
So soon enough you said ""Goodbye"", well Goodbye
A weary mind in need
Of all that I can see
And I can see your love was a lie
You said you only wanted love, but love wasn't enough
So soon enough you said ""Goodbye"", well Goodbye
A weary mind in need
Of all that I can see
And I can see that your love was a lie




 ",3 Doors Down,Love Is A Lie,Rock
55,"Ohh yeah
Ohh yeahYou said ""I got something to say""
Then you got that look in your eye
""There is something you've got to know""
You said it as you started to cry""I've been down the wrong road tonight
And I swear I'll never go there again""
Ive seen this face once before
And I don't think I can do this again



Related




 






The 18 Greatest Revenge Songs of All Time







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

There's something I can't see
There's something different in the way you smile
Behind those eyes you lie
And there's nothing I can say
'cause I'm never gonna change your mind
Behind those eyes you hideAs you turned to walk away
I saw another look in your eye
And even though it hurt like it did
I couldn't let this be your goodbye.You say that you're sorry
And you say now that it hurts you the same
Is there something here to believe
Or is it just another part of the game?Ohh yeah
Oh
Ohh woah







 




Behind those eyes you lie
Behind those eyes you hideThere's nothing I can say
That's ever gonna make you change your mind
Behind those eyes you hideBehind those eyes you hide




 ",3 Doors Down,Behind Those Eyes,Rock
56,"I dont mind
wasting time with you
Days go by the man is fly
as long we've got nothing to do
take my time
stay in Life for youwont go fast how make this last
there's nothing that i want go through
You go to Walk before you run
You go to Walk before you run
it's so hard to do
i'll give up forever just to be with you


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

i hope you know
I love you so you'll see
you know no one knows just what we have
because its for you and for me
but I fall down
and you're the one next to meyou are over the moon
you are under my skin
your inside of me are my side looking in
You go to Walk before you run
You go to Walk before you runit's so hard to do
i'll give up forever just to be with you
You go to Walk before you run
You go to Walk before you run
it's so hard to do







 




i'll give up forever just to be with you
i know a place where's nothing the time
and i think thats where we should go
Hand in Hand in the Sand i hope we much stand
theres only one thing you need to knowYou go to Walk before you run
You go to Walk before you run
it's so hard to do
i'll give up forever just to be with youYou go to Walk before you run
You go to Walk before you run
it's so hard to do
i'll give up forever just to be with you
i'll give up forever just to be with you
i'll give up forever just to be with you




 ",3 Doors Down,Walk before you Run,Rock
57,"Please be careful what you say
You might give that little heart away
Just remember everything I give
You might have a little time to liveJust remember everything I've lost
Truly you'll remember everything it cost
Would you pay attention please?
Or make the same mistakes as meI'm getting tired of you never understanding a word that I'm trying to say
Because you won't listen to meI'm not going to wade out so far
That I can't stand on my own
You know I like it with my feet in the water
So please don't leave me here alone


Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

Just be careful what you say
You might give that little soul away
Will you throw away these days?
Without ever knowing your nameI'm getting tired of you never understanding a word that I'm trying to say
Because you won't listen to meI'm not going to wade out so far
That I can't stand on my own
You know I like it with my feet in the water
So please don't leave me here alone[x4]
I want it
I feel it
I want it
I feel it
I need it more







 




I wanna watch you wade out so far
That you can't stand on your own
You're like a child with your feet in the water
And I can't leave you aloneI'm not going to wade out so far
That I can't stand on my own
You know I like it with my feet in the water
So please don't leave me here alone[x4]
I want it
I feel it
I need it more[x4]
I want it
I feel it
I want it
I feel it
I need it more




 ",3 Doors Down,Feet In The Water,Rock
58,"So far away from knowing where I'm going
I am trying hard to find out who I am
They all see that I don't know what I'm doing
I say they don't hardly understandWhy can't they remember
What I will never forget
How these dreams come undone
When you're youngYou give what you give cause they make you
Trapped inside a place that won't take you
And they want you to be what they make you
It's already over and done
When you're young


Related




 






15 Huge Stars Who Were Backup Singers First







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

Everything seems perfect
Everything's okay
And it will all get better now
At least that's what they say
But I don't see it comingYou give what you give cause they make you
Trapped inside a place that won't take you
And they want you to be what they make you
It's already over and done
When you're youngDays really just seem longer
They say it's better this way
I hope one day I am stronger than I feel
And I hope it feels different than today







 




You give what you give cause they make you
Trapped inside a place that won't take you
And they want you to be what they make you
(It's already over and done)
When you're young
Why can't they remember
What I will never forget
How these dreams come undone
When you're young




 ",3 Doors Down,When You're Young,Rock
59,"Related




 






27 Best Ever Songs From Movie Soundtracks







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 









 








 ",3 Doors Down,All I Think About Is You,Rock
60,"There's so much that I would say
If I could see you one last time
But now I can't 'cause you're not here
But you're always on my mind
When I look up when you're not there
When I lie awake at night
All these things I ask myself
I don't whyWhen it's the first time
When it's the first time that you'll never see someone again
When it's the last time
When it's the last time when you weren't ready for it to end
When a light leaves you
When a light leaves you standing alone there in the dark
It's never easy
They're never easy but sometimes goodbyes are so hard
They're so hard


Related




 






11 Delicious Misheard Lyrics About Food







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

I look ahead but can't move on
I look back but I can't stay
And I keep trying to be strong
But there's pain, it won't go away
And I hope this will heal in time
'Cause I can't go on like this
And right now I would give my life
For one last kissWhen it's the first time
When it's the first time that you'll never see someone again
When it's the last time
When it's the last time when you weren't ready for it to end
When a light leaves you
When a light leaves you standing alone there in the dark
It's never easy
They're never easy but sometimes goodbyes are so hard







 




You'll be there on my mind
Standing in the sunshine
Oh oh ohWhen it's the first time
Oh when it's the first time that you'll never see someone again
When it's the last time
Oh when it's the last time when you weren't ready for it to end, yeah
When a light leaves you
Oh when a light leaves you standing alone there in the dark
It's never easy
They're never easy but sometimes goodbyes are so hard
They're so hard




 ",3 Doors Down,Goodbyes,Rock
61,"An open door
I can't walk through
Cause I can't leave behind all these things that I knew
Fear all gone
And I've lost track
Of all the ones I loved and turned my back
Inside myself
The words I say
It couldn't be the truth when lies got in the way



Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

But tomorrow will be a brand new day
And I hope that it brings the chance that I forgot to take
And I know there's so much I can be
If I can be strong enough to throw away these weak pieces of meThese tired eyes
And hollow skin
And they remind me of the places that I've been
I feel so farAnd still so close
It feels like I'm living inside my own ghost
But tomorrow will be a brand new day
And I hope that it brings the chance that I forgot to takeAnd I know there's so much I can be
If I can be strong enough to throw away these weak pieces of me
I've gone to sleep in heaven
Only to wake in hell
If I'm gonna make it through this now







 




Then I'll have to save myself
'Cause...
Tomorrow will be a brand new day
And I hope that it brings the chance that I forgot to take
And I know there's so much I can be
If I can be strong enough to throw away these weak pieces of me
Ooooh




 ",3 Doors Down,Pieces Of Me,Rock
62,"Always waiting for something
Searching for one thing
And I know it has to be there somewhere
All this room without knowing
The way this is going
As long as it takes me anywhereThere's life and there's one dance
There's fate and there's one chance
To find out who I want to be
And I know it's inside of me



Related




 






The Best Karaoke Songs Ever, Ranked







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

I look to the far side
Searching for daylight
Something that is mine, all my own
And loving in hindsight
That won't work for my life
Let me forget all that went wrongThere's life and there's one dance
There's fate and there's one chance
To find out who I want to be
And I know it's inside of me
There's love in so much more
That waits behind that door
There's so much that I want to see
And I know it's inside of meOh, woah, woah
Oh, woah, woah, woah







 




There's life and there's one dance
There's fate and there's one chance
To find out who I want to be
And I know it's inside of me
There's love in so much more
That waits behind that door
There's so much that I want to see
And I know it's inside of meIt's inside of me
Oh, it's inside of me
Oh, woah




 ",3 Doors Down,Inside Of Me,Rock
63,"Nevermind the face you put on
In front of me
Nevermind the pain
That you've put me throughCause every little thing you say
And every little thing you do
Makes me doubt all of this
What are you waiting for?Look what you did
Is this who you wanted me to be?
Well it's not me... no



Related




 






27 Best Ever Songs From Movie Soundtracks







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

Look what you did
Is this how you wanted this to be?
This life you gave away
Was meant for me
Forget about this trip that you've been on
Or so it seems
Nevermind the lies you told, not truthsCause every little thing you said
And every little thing you did
Made me doubt all of this
Is that what are you waiting for?Look what you did
Is this who you wanted me to be?
Well it's not me, no







 




Look what you did
Is this how you wanted this to be?
This life you gave away
Was meant for me
Yeah...
Was meant for me
Is meant for me...
yeah, yeah
Look what you did
Is this who you wanted me to be?
Well it's not meLook what you did
Is this how you wanted this to be?
This life you gave away
Was meant for me
I don't know how I can face this pain
I'll keep it inside so you can't see
I don't think I can go on this way, 'cause it's not me




 ",3 Doors Down,It's Not Me,Rock
64,"I have poured out my heart, laid it right here for you
I've tried so hard
that's the best that I can do
Please understand I am not who I wasYou used to be all that I had
Now your just not what I need
I've got to get over you and I know
then I can get back to meTears forget, that's more than I can do
Cause they don't wash away
all the things that we been through
I've put behind me my share of the shame
we could call villains but it's all in veinYou used to be all that I had
Now your just not what I need
I've got to get over you and I know
then I can get back to meAll of my life I've waited
hoping wanting you to see me the way that I am
But now I know that I'm not alone...
Someone understands...


Related




 






23 Boy Band Slow Jams That Made You Believe In Love







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

You used to be all that I had
Now your just not what I need
I've got to get over you and I know
then I can get back to me
You've got to know that...
You used to be all that I had
Now your just not what I need
I've got to get over you and I know
then I can get back to me
Then I can get back to me
Then I can get back to me
then I can get back to me







 








 ",3 Doors Down,Back To Me,Rock
65,"The shades gone up
Mothers staring down
She don't know where he's been
Or how long he's been outShe said 'Boy I'm tired of waiting up while your out with your friends'
He said 'Mom im tired and im living my life the best way that I can'Cause I'm trying to be somebody
I'm not trying to be somebody else
This life is mine I'm living
Don't you know me? I wont ever let you downThe day has come
The sun is moving on
She don't know where he'll go
Or when he's coming home


Related




 






The 18 Greatest Revenge Songs of All Time







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

She said 'Son take care, don't let your dreams get too far out of sight'
He said 'I love you now, don't worry about me you know I'll be fine'Cause I'm trying to be somebody
I'm not trying to be somebody else
This life is mine I'm living
Don't you know me? I wont ever let you down
No
I'm not trying to be somebody else
Don't you know me? I wont ever let you
I wont ever let youWhat they say
What they know
What they think wont ever bring me down
This life is mine and I am my ownI'm trying to be somebody
I'm not trying to be somebody else
This life is mine I lead
Don't you know me?







 




I'm trying to be somebody
I'm not trying to be somebody else
This life is mine I'm living
Don't you know me? I wont ever let you down
Yeahhh
I'm not trying to be somebody else
Don't you know me? I wont ever let you down
I wont be nobody else
This life is mine and I am my own




 ",3 Doors Down,Be Somebody,Rock
66,"Well I say a sad goodbye
And then I move on
Well baby my heart goes blind whenever you're gone
And I know that you'll come back
And that gets me by
But holding you in my arms
Oh well that gets me high
And I hope that this is never ending
I just wanna see how it unfolds
If you're ever gonna go, then never let it show
Cause I don't wanna know
Just say you'll stand right here forever
Through every high and through every low
If you're ever gonna go, then never let it show
Cause I don't wanna know
And I don't care where you hide
Or secrets you keep
Well baby if this love's a knife
Then bury it deep
Cause you know my heart would break if you said goodbye
So if you don't feel the same
Then just tell me a lie
And I hope that this is never ending
I just wanna see how it unfolds
If you're ever gonna go, then never let it show
Cause I don't wanna know
Just say you'll stand right here forever
Through every high and through every low
If you're ever gonna go, then never let it show
Cause I don't wanna know
Oh no no no no
Oh no
No no no no
Oh woah
Don't wanna know
I hope that this is never ending
I just wanna see how it unfolds
So if you're ever gonna go, then never let it show
Cause I don't wanna know
Ooh, just say that you'll stand right here forever
Through every high and through every low
If you're ever gonna go, then never let it show
Cause I don't wanna know


Related




 






Can You Guess The Song By The Emojis?







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 









 








 ",3 Doors Down,I Don't Wanna Know,Rock
67,"You said that mountains too high,
You said that oceans too wide
I've heard all new beginings
started with an end
Watch this journey I take,
turn into something I make
Please watch closely,
you may not see this againCause I, know I,
I was born to be this way
Everyday I try and I'll do
everything that it takes
to become the one
what I've always wanted to be
Watch right now
and you will see the champion in me
The champion in me


Related




 






11 Delicious Misheard Lyrics About Food







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

When the others cower,
I'm in my finest hour
We are champions created by design
While I remember falling,
I hear these dreams keep calling
I work so hard, so long,
I'll take it what is mineCause I, know I,
I was born to be this way
Everyday I try and I'll do
everything that it takes
to become the one
what I've always wanted to be
Watch right now
and you will see the champion in me
The champion in me
Champion, champion in me,
champion, champion







 




Cause I, know I,
I was born to be this way
Everyday I try and I'll do
everything that it takes
to become the one
what I've always wanted to be
Watch right now
and you will see the champion in me
The champion in me




 ",3 Doors Down,The Champion In Me,Rock
68,"I'm walking a wire,
it feels like a thousand
ways I could fall
To want is to buy,but to live is to die
and you can't take it all
When everything is said and done,
I won't have one thing leftWhat happened to everything
that I've ever known
'Cause all they gave me was this ticket to Heaven
But that ticket to Heaven,said to lie in the bed that you make
Now I'm restless and I'm running from everything
I'm running from everything
I'm afraid it's a little too lateAnd soft voices lie,


Related




 






Songs You Love If You Love Nerds







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

innocence dies,
now ain't that a shame?
And all of your dreams,
and all your money
they don't mean a thing
When everything is said and done,
you won't have one thing left
What happened to everything I've ever known?
All they gave me was this ticket to Heaven
But that ticket to Heaven,
said to lie in the bed that you make
Now I'm restless and I'm running from everything
I'm running from everything
I'm afraid it's a little too late
It's a little too late
All he gave me was this ticket to Heaven
But that ticket to Heaven,
said to lie in the bed that you make
Now I'm restless and I'm running from everything
I'm running from everything
I'm afraid it's a little too late
All he gave me was this ticket to Heaven
But that ticket to Heaven,
said to lie in the bed that you make
Now I'm restless and I'm running from everything
I'm running from everything
I'm afraid it's a little too late
It's a little too late







 








 ",3 Doors Down,Ticket To Heaven,Rock
69,"There's too much work and I'm spent
There's too much pressure and I admit
I got no time to move ahead
Have you heard one thing that I've saidAnd all these little things in life they all create this haze
There's too many things to get done, and I'm running out of daysAnd I can't last here for so long
I feel this current it's so strong
It gets me further down the line
It gets me closer to the lineAnd all these little things in life they all create this haze
There's too many things to get done, and I'm running out of daysAll these little things in life they all create this haze
There's too many things to get done, and I'm running out of days


Related




 






15 Huge Stars Who Were Backup Singers First







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

Will all these little things in life they all create this haze
And now I'm running out of time I can't see through this haze
My friend tell me why it has to be this way
There's too many things to get done, and I'm running out of days








 








 ",3 Doors Down,Running Out Of Days,Rock
70,"To this world I am unimportant
Just because I have nothing to give
So you call this your free country
Tell me why it costs so much to live
Tell me whyThis world can turn me down
But I won't turn away, oh no
I won't turn aroundAll my work and endless measures
Never seen to get me very far
Walk a mile just to move an inch now
Even though I'm trying so damn hard
I'm trying so hard


Related




 






27 Best Ever Songs From Movie Soundtracks







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

This world can turn me down
But I won't turn away
And I won't duck and run
Cause I'm not built that way
When everything is gone there is nothing left to fear
The world cannot bring me down
No cause I am already here, oh noI am already here
Down on my knees
I am already here
Oh, no, I am already here
I must have told you a thousand times I am not running awayI won't duck and run
I won't duck and run
I won't duck and run
No I pass away







 




This world can turn me down
But I won't turn away
And I won't duck and run
Cause I'm not built that way
When everything it gone
There is nothing left to fear
This world cannot bring me down
No cause I am already hereThis world can turn me down
But I won't turn away
And I won't duck and run
Cause I'm not built that way
When everything is gone
There is nothing left to fear
This world cannot bring me down
No cause I am already here




 ",3 Doors Down,Duck And Run,Rock
71,"If you could step into my head
Tell me, would you still know me?
And if you woke up in my bed
Tell me, would you hold me?Or would you simply let it lie?
Leaving me to wonder why
I can't get you out of this head
I call mine and I will sayOhh, I can't let you go my little girl
Because you're holding up my world, so I need you
Your imitation of my walk and the perfect way you talk
It's just a couple of the million things that I love about youSo I need you
So I need you
So I need you
So I need you


Related




 






23 One Hit Wonders You Still Can't Get Out Of Your Head







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

And if I jumped off the Brooklyn Bridge
Tell me, would you still follow me?
And if I made you mad today
Tell me, would you love me tomorrow? PleaseOr would you say that you don't care
And then leave me standing here
Like the fool who is drowning in
Despair and screamin'Ohh, I can't let you go my little girl
Because you're holding up my world, so I need you
Your imitation of my walk and the perfect way you talk
It's just a couple of the million things that I love about youSo I need you
So I need you
So I need you
So I need you







 




I'm on my own
I'm on my own
I'm on my own
No, no, no, no
No, no, yeah, yeah
Ohh, I can't let you go my little girl
Because you're holding up my world, so I need you
You're imitation of my walk and the perfect way you talk
It's just a couple of the million things that I love about you
So I need you
So I need you
So I need you
So I need you, baby, yeah




 ",3 Doors Down,So I Need You,Rock
72,"I've dreamed about this
sixteen days away.
Now you're here
And my head lays
Beside your body,
Pillowed under mine.
You were poison,
spinning 'round my mind.
Welcome to my world
She said
Do you feel alive
She said
It's all a bad dream spinning in your lonely head.
Welcome to my world
She said.
Separated world
she stayed separated.
Down poison.
Down poison.
Body withered, body died.
Time to take away this life.
Bad enough to die from one, not to mention four or five.
Welcome to my world
she said
do you feel alive
she said
It's all a bad dream spinning in your lonely head.
Welcome to my world
she said
Separated world
she stayed separated.
down poison.
down poison
down poison
down poison
down.
You weren't there for me, I was there for you.
You weren't there for me, I was there for you.
You weren't there for me, I was there for you.
You weren't there for me, never there for me.
You wouldn't die for me, I've already died for you
You wouldn't die for me, I've already died for you
You wouldn't die for me, I've already died for you
You wouldn't die, you wouldn't die, you wouldn't die, no!
Welcome to my world,
she said
do you feel alive
she said
it's all a bad dream spinning in your lonely head
Welcome to my world
she said
seperated world
she stayed separated.
Down poison.
Down poison.
Down poison.
Down poison.
Down


Related




 






15 Huge Stars Who Were Backup Singers First







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 









 








 ",3 Doors Down,Down Poison,Rock
73,"Rubber headed motor junky
Run me down and try to stomp me
Throw my life away and I'll be worthless just like you
Somewhere now a baby's crying
Down the road his mother's dying
Shot a line and blew her mind and now she's turnin' blueDon't you throw your life away
Just wait until another day
Don't you throw your life away
Cause baby I can feel it
Don't you ever compromise it
Don't you even realize it
Don't you throw your life away cause baby I can feel it now


Related




 






15 Huge Stars Who Were Backup Singers First







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

Trip and fall
I'm sure you all can tell me
What is on the wall
Behind the liquor store where you get smacked up all the time
Perfect little life you wasted, overdosed and that death you tasted
Scared you back into yourself, and now you walk the lineDon't you throw your life away
Just wait until another day
Don't you throw your life away
Cause baby I can feel it
Don't you ever compromise it
Don't you even realize it
Don't you throw your life away cause baby I can feel it now







 





Life away
Life away
Life away




 ",3 Doors Down,Smack,Rock
74,"In the glare of a neon sign
She laid her body down
The damned walked in beside her
And he laid his money downHe said don't try to scream now
But I want this one to hurt
And tonight my pretty one
I'm gonna get my money's worthHe said they'd never listen,
She said they'd never understand
That I don't do this for pleasure,
I just do it cuz I can
I swear I didn't want to,
and I swear I didn't know
That things like this could happen, to a 17-year old


Related




 






Songs You Love If You Love Nerds







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

And I've bundled up all of these fears inside
And I've bottled up all of this pain
And no one or nothing can take this away
But I won't let it happen again
Never againIn the haze of a smoky room
He chokes that bottle down
It's been a month since he saw her face
Underneath the blood stained gownHe thinks about that little girl
And the one he has at home
And wonders what if that was my little girl
Walking down that road aloneAnd I've bundled up all these fears inside
And I've bottled up all of this pain
And no one or nothing can take this away
But I won't let it happen again
Never again
Never again, no







 




Maybe I'm just crazy or the devil got inside
But either way my soul is gone,
And I'll end this all tonight
The one hand throws the whiskey,
and the other throws the gun
As he cries out to the heavens
I am not my father's sonAnd I've bundled up all these fears inside
And I've bottled up all of this pain
And no one or nothing can take this away
But I won't let it happen again
Never again
Never again, no




 ",3 Doors Down,Father's Son,Rock
75,"Lay me down
Wash this blood off my hands for me while I cry out
Don't let me die before I go to sleep
And I can't keep going
But I cannot start againThis road I walk is paved with broken promises I've made
At least a million times I've fallen
But never will I breakThese walls I make
They could hold me in and hold me back today
Oh but tomorrow's new and I'll walk right out and walk right over you
If you hear me screaming
Please don't let me fall again


Related




 






The Best Karaoke Songs Ever, Ranked







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

This road I walk is paved with broken promises I've made
At least a million times I've fallen
But never will I breakMy time is on its way
I'll fall but I won't break








 




This road I walk is paved with broken promises I've made
At least a million times I've fallen
But never will I breakThis road I walk is paved with broken promises I've made
At least a million times I've fallen
But never will I break




 ",3 Doors Down,Never Will I Break,Rock
76,"Seven days underpaid gotta give it up
Got no time for this life that I'm livin' up
Shackled down, kicked around, now slave to the grind
Need some time for myselfI'll give you anything that you want me to
But I don't have the time
So I'll get up with you
If you don't understand
Man, you've gotta believe
There's too much of you but there is not enough of meThere's not enough of me



Related




 






27 Best Ever Songs From Movie Soundtracks







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

Same old song world moves on while I'm still in bed
Meet tomorrow today just to get ahead
Jump the gun on the run
I'm the only one
Who think that I'm fallin' behindI'll give you anything that you want me to
But I dont have the time so I'll get up with you
If you don't understand
Man, you've got to believe
There's too much of you
but there's not enough of me
There's not enough of me
I'll give you anything that you want me to
But I don't have the time so I'll get up with you
If you don't understand
Man you've gotta believe
There's too much of you
There's too much of me







 




I'll give you anything that you want me to
But I don't have the time so I'll get up with you
If you don't understand, man, you've got to believe
There's too much of you
But there's not enough of me




 ",3 Doors Down,Not Enough,Rock
77,"I'm not supposed to be scared of anything, but I don't know where I am
I wish that I could move but I'm exhausted and nobody understands (how I feel)
I'm trying hard to breathe now but there's no air in my lungs
There's no one here to talk to and the pain inside is making me numbI try to hold this under control
They can't help me 'cause no one knowsNow I'm going through changes, changes
God, I feel so frustrated lately
When I get suffocated, save me
Now I'm going through changes, changes



Related




 






The Best Karaoke Songs Ever, Ranked







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

I'm feeling weak and weary walking through this world alone
Everything you say, every word of it, cuts me to the bone
I've got something to say, but now I've got no where to turn
It feels like I've been buried underneath all the weight of the worldI try to hold this under control
They can't help me 'cause no one knowsNow I'm going through changes, changes
God, I feel so frustrated lately
When I get suffocated, save me
Now I'm going through changes, changesI'm blind and shakin'
Bound and breakin'
I hope I make it through all these changes








 




Now I'm going through changes, changes
God, I feel so frustrated lately
When I get suffocated, save me
Now I'm falling apart, now I feel it
But I'm going through changes, changes
God, I feel so frustrated lately
When I get suffocated, I hate this
But I'm going through changes, changes




 ",3 Doors Down,Changes,Rock
78,"They blazed a trail I dared to run
They built this world and I have come
I need another, like a brother
For a crying shoulderAnd this could be the last time
You will stand by my side
Well, I can feel my soul, it's bleeding
Will you fly with me this evening?Sober mind, time now is gone
They carved my body not of stone
A pretty maze of emptiness
I've sailed the hell with all the rest


Related




 






27 Best Ever Songs From Movie Soundtracks







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

And this could be the last time
You will stand by my side
Well, I can feel my soul, it's bleeding
Will you fly with me this evening?And this could be the last time
You will stand by my side
But I can feel my soul, it's bleeding
Will you fly with me tonight?








 




This could be the last time
You will stand by my side
Well, I can feel my soul, it's bleeding
Will you fly with me this evening?




 ",3 Doors Down,By My Side,Rock
79,"The open wound she hides
She just keeps it bundled up
And never lets it show
She can't take much more of this
But she can't let it go
And that's ok, she don't want the worldAll the things she says
While he's just lying there
Without someone to hear her cry
She slips off into a dream
About a place to hide
And that's ok, she don't want the world


Related




 






Can You Guess The Song By The Emojis?







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

This love she feels
Everything she's ever known
Or ever thought was real
Seems like it's been thrown away
Now how's she gonna live
It's ok, she don't want the worldThose words he never spoke
Haunt her life, the memories
Of all the times before
She tried to show him love
While he would only ask for more
But it's ok, she don't want the worldSoftly in her sleep
Pictures of the life she's longing
For slowly appear
She's seen them all before
But somehow never quite this clear
She just smiles, she don't want the world







 




This love she feels
Everything she's ever known
Or ever thought was real
Seems like it's been thrown away
Now how's she gonna live
It's ok, she don't want the worldA brand new morning shines
As she wakes up alone again
This time to face the day
She swears there's time to make it
As she simply walks away
And it's ok, she don't want the world




 ",3 Doors Down,She Don't Want The World,Rock
80,"Your stuck on a chain
And your toeing a lie
Seems like every time that you catch up
You only fall behindAnd your trapped inside this world you made yourself
but that's not the world I live in
this is not the life for me
cause my world is bigger than your problems
and it's bigger than me
that's not the world I live in
this is not the life for me
cause my world is bigger than your problems
and it's bigger than me


Related




 






26 Best Breakup Songs Of All Time







NEW SONG: Coldplay - 'Champion Of The World ' - LYRICS







NEW SONG: Coldplay - 'Cry Cry Cry' - LYRICS






 
 

There is always someone to blame
for the things you do yourself
you think that everything that's going wrong
is because of someone elseAnd your trapped inside this world you made yourself
that's not the world I live in
this is not the life for me
cause my world is bigger than your problems
and it's bigger than me
it's not the world I live in
this is not the life for me
cause my world is bigger than your problems
and it's bigger than me [2x]cause I'm lonely outside and I'll look on in







 




And that's not the world I live in
this is not the life for me
cause my world is bigger than your problems
and it's bigger than me
it's not the world I live in
this is not the life for me
cause my world is bigger than your problems
and it's bigger than me
cause my world is bigger than your problems
and it's bigger than me...




 ",3 Doors Down,My World,Rock
